Customer ID,Full Name,Date of Purchase,Age,State,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn
CUST0180,Yemi Stewart,Feb-25,47,Lagos,Mobile SIM Card,Male,5,Excellent,48,3.2GB 2-Day Plan,1000,17,17000,63.71,No,
CUST0180,Yemi Stewart,Feb-25,47,Lagos,5G Broadband Router,Male,5,Excellent,48,1.5TB Yearly Broadband Plan,150000,15,2250000,125.92,No,
CUST0181,Dayo Sanchez,Mar-25,73,Ogun,4G Router,Male,3,Good,23,25GB Monthly Plan,9000,1,9000,79.32,No,
CUST0181,Dayo Sanchez,Mar-25,73,Ogun,Broadband MiFi,Male,3,Good,23,150GB FUP Monthly Unlimited,20000,12,240000,147.25,No,
CUST0182,Kemi Morris,Jan-25,40,Lagos,Mobile SIM Card,Female,1,Poor,46,1GB+1.5mins Daily Plan,500,3,1500,30.15,Yes,Poor Network
CUST0182,Kemi Morris,Jan-25,40,Lagos,5G Broadband Router,Female,1,Poor,46,60GB Monthly Broadband Plan,14500,18,261000,120.67,Yes,Poor Network
CUST0183,Seun Rogers,Feb-25,66,Ogun,4G Router,Male,4,Very Good,29,65GB Monthly Plan,16000,5,80000,144.28,No,
CUST0183,Seun Rogers,Feb-25,66,Ogun,Broadband MiFi,Male,4,Very Good,29,300GB FUP Monthly Unlimited,30000,16,480000,80.97,No,
CUST0184,Adesewa Reed,Mar-25,43,Lagos,Mobile SIM Card,Female,2,Fair,52,12.5GB Monthly Plan,5500,9,49500,96.44,Yes,Better Offers from Competitors
CUST0184,Adesewa Reed,Mar-25,43,Lagos,5G Broadband Router,Female,2,Fair,52,30GB Monthly Broadband Plan,9000,2,18000,159.78,Yes,Better Offers from Competitors
CUST0185,Bola Cook,Jan-25,69,Ogun,4G Router,Female,5,Excellent,20,10GB+10mins Monthly Plan,4500,14,63000,112.06,No,
CUST0185,Bola Cook,Jan-25,69,Ogun,Broadband MiFi,Female,5,Excellent,20,120GB Monthly Broadband Plan,24000,1,24000,183.42,No,
CUST0186,Tunde Morgan,Feb-25,36,Lagos,Mobile SIM Card,Male,3,Good,50,500MB Daily Plan,350,20,7000,58.4,No,
CUST0186,Tunde Morgan,Feb-25,36,Lagos,5G Broadband Router,Male,3,Good,50,200GB Monthly Broadband Plan,25000,17,425000,132.17,No,
CUST0187,Kemi Cooper,Mar-25,62,Ogun,4G Router,Female,1,Poor,27,25GB Monthly Plan,9000,12,108000,175.61,Yes,Poor Network
CUST0187,Kemi Cooper,Mar-25,62,Ogun,Broadband MiFi,Female,1,Poor,27,60GB Monthly Broadband Plan,14500,8,116000,21.94,Yes,Poor Network
CUST0188,Yemi Peterson,Jan-25,48,Lagos,Mobile SIM Card,Male,4,Very Good,49,2.5GB 2-Day Plan,900,4,3600,94.17,No,
CUST0188,Yemi Peterson,Jan-25,48,Lagos,5G Broadband Router,Male,4,Very Good,49,450GB 3-Month Broadband Plan,75000,10,750000,164.85,No,
CUST0189,Dayo Bailey,Feb-25,74,Ogun,4G Router,Male,2,Fair,24,65GB Monthly Plan,16000,15,240000,137.63,Yes,Costly Data Plans
CUST0189,Dayo Bailey,Feb-25,74,Ogun,Broadband MiFi,Male,2,Fair,24,300GB FUP Monthly Unlimited,30000,3,90000,113.9,Yes,Costly Data Plans
CUST0190,Kemi Rivera,Mar-25,41,Lagos,Mobile SIM Card,Female,5,Excellent,46,7GB Monthly Plan,3500,7,24500,27.02,No,
CUST0190,Kemi Rivera,Mar-25,41,Lagos,5G Broadband Router,Female,5,Excellent,46,120GB Monthly Broadband Plan,24000,19,456000,150.76,No,
CUST0191,Seun Richardson,Jan-25,67,Ogun,4G Router,Male,3,Good,22,10GB+10mins Monthly Plan,4500,18,81000,106.49,No,
CUST0191,Seun Richardson,Jan-25,67,Ogun,Broadband MiFi,Male,3,Good,22,150GB FUP Monthly Unlimited,20000,6,120000,71.38,No,
CUST0192,Adesewa Cox,Feb-25,44,Lagos,Mobile SIM Card,Female,1,Poor,48,3.2GB 2-Day Plan,1000,11,11000,57.86,Yes,Poor Network
CUST0192,Adesewa Cox,Feb-25,44,Lagos,5G Broadband Router,Female,1,Poor,48,1.5TB Yearly Broadband Plan,150000,7,1050000,93.29,Yes,Poor Network
CUST0193,Bola Ward,Mar-25,70,Ogun,4G Router,Female,4,Very Good,31,25GB Monthly Plan,9000,9,81000,169.09,No,
CUST0193,Bola Ward,Mar-25,70,Ogun,Broadband MiFi,Female,4,Very Good,31,60GB Monthly Broadband Plan,14500,13,188500,22.61,No,
CUST0194,Tunde Torres,Jan-25,37,Lagos,Mobile SIM Card,Male,2,Fair,51,1.5GB 2-Day Plan,600,15,9000,120.94,Yes,Better Offers from Competitors
CUST0194,Tunde Torres,Jan-25,37,Lagos,5G Broadband Router,Male,2,Fair,51,30GB Monthly Broadband Plan,9000,4,36000,153.21,Yes,Better Offers from Competitors
CUST0195,Kemi Howard,Feb-25,63,Ogun,4G Router,Female,5,Excellent,26,65GB Monthly Plan,16000,16,256000,84.44,No,
CUST0195,Kemi Howard,Feb-25,63,Ogun,Broadband MiFi,Female,5,Excellent,26,300GB FUP Monthly Unlimited,30000,2,60000,154.83,No,
CUST0196,Yemi Wood,Mar-25,50,Lagos,Mobile SIM Card,Male,3,Good,45,12.5GB Monthly Plan,5500,12,66000,86.58,No,
CUST0196,Yemi Wood,Mar-25,50,Lagos,5G Broadband Router,Male,3,Good,45,200GB Monthly Broadband Plan,25000,20,500000,116.23,No,
CUST0197,Dayo Watson,Jan-25,76,Ogun,4G Router,Male,1,Poor,21,10GB+10mins Monthly Plan,4500,5,22500,145.95,Yes,Poor Network
CUST0197,Dayo Watson,Jan-25,76,Ogun,Broadband MiFi,Male,1,Poor,21,120GB Monthly Broadband Plan,24000,14,336000,54.52,Yes,Poor Network
CUST0198,Kemi Brooks,Feb-25,43,Lagos,Mobile SIM Card,Female,4,Very Good,47,500MB Daily Plan,350,13,4550,124.19,No,
CUST0198,Kemi Brooks,Feb-25,43,Lagos,5G Broadband Router,Female,4,Very Good,47,450GB 3-Month Broadband Plan,75000,8,600000,187.46,No,
CUST0199,Seun Kelly,Mar-25,69,Ogun,4G Router,Male,2,Fair,28,25GB Monthly Plan,9000,10,90000,107.76,Yes,Costly Data Plans
CUST0199,Seun Kelly,Mar-25,28,Ogun,Broadband MiFi,Male,2,Fair,28,150GB FUP Monthly Unlimited,20000,17,340000,119.63,Yes,Costly Data Plans
CUST0200,Adesewa Sanders,Jan-25,45,Lagos,Mobile SIM Card,Female,5,Excellent,50,2.5GB 2-Day Plan,900,1,900,19.31,No,
CUST0200,Adesewa Sanders,Jan-25,45,Lagos,5G Broadband Router,Female,5,Excellent,50,60GB Monthly Broadband Plan,14500,15,217500,180.58,No,
